Date,season,Species,PlantNumber,Leaf,ea,ln_a,tcrit,Heat_Stress_Days_Cumulative,Rolling_Max_C_1,Rolling_Max_C_2,Rolling_Max_C_3,Rolling_Max_C_4,Rolling_Max_C_5,Rolling_Max_C_6,Rolling_Max_C_7,Rolling_Max_C_8,Rolling_Max_C_9,Rolling_Max_C_10,Rolling_Max_C_11,Rolling_Max_C_12,Rolling_Max_C_13,Rolling_Max_C_14,Rolling_Max_C_15,Rolling_Max_C_16,Rolling_Max_C_17,Rolling_Max_C_18,Rolling_Max_C_19,Rolling_Max_C_20,Rolling_Max_C_21,Rolling_Max_C_22,Rolling_Max_C_23,Rolling_Max_C_24,Rolling_Max_C_25,Rolling_Max_C_26,Rolling_Max_C_27,Rolling_Max_C_28,Rolling_Max_C_29,Rolling_Max_C_30
20230721,summer,Abies balsamea,X21851,L2,331.1053614,122.027109,43.32666667,36,26.6,25.85,24.66666667,24.2,24.34,24.73333333,24.98571429,24.8375,24.58888889,24.16,23.70909091,23.61666667,23.36153846,23.26428571,23.3,23.25,23.37647059,23.47777778,23.43684211,23.305,23.31428571,23.27272727,23.25652174,23.1625,23.108,22.96923077,22.85185185,22.87142857,22.83448276,22.66666667
20230721,summer,Abies balsamea,X22547,L3,290.1216795,106.3501739,43.295,36,26.6,25.85,24.66666667,24.2,24.34,24.73333333,24.98571429,24.8375,24.58888889,24.16,23.70909091,23.61666667,23.36153846,23.26428571,23.3,23.25,23.37647059,23.47777778,23.43684211,23.305,23.31428571,23.27272727,23.25652174,23.1625,23.108,22.96923077,22.85185185,22.87142857,22.83448276,22.66666667
20230721,summer,Abies balsamea,X23073,L1,284.7294024,104.7026425,42.3,36,26.6,25.85,24.66666667,24.2,24.34,24.73333333,24.98571429,24.8375,24.58888889,24.16,23.70909091,23.61666667,23.36153846,23.26428571,23.3,23.25,23.37647059,23.47777778,23.43684211,23.305,23.31428571,23.27272727,23.25652174,23.1625,23.108,22.96923077,22.85185185,22.87142857,22.83448276,22.66666667
20230721,summer,Abies balsamea,X23073,L2,320.2587959,118.4253919,41.768,36,26.6,25.85,24.66666667,24.2,24.34,24.73333333,24.98571429,24.8375,24.58888889,24.16,23.70909091,23.61666667,23.36153846,23.26428571,23.3,23.25,23.37647059,23.47777778,23.43684211,23.305,23.31428571,23.27272727,23.25652174,23.1625,23.108,22.96923077,22.85185185,22.87142857,22.83448276,22.66666667
20230721,summer,Abies balsamea,X22547,L2,375.6298589,138.7588902,43.165,36,26.6,25.85,24.66666667,24.2,24.34,24.73333333,24.98571429,24.8375,24.58888889,24.16,23.70909091,23.61666667,23.36153846,23.26428571,23.3,23.25,23.37647059,23.47777778,23.43684211,23.305,23.31428571,23.27272727,23.25652174,23.1625,23.108,22.96923077,22.85185185,22.87142857,22.83448276,22.66666667
20230721,summer,Abies balsamea,X23073,L3,254.4468258,93.70127789,40.04666667,36,26.6,25.85,24.66666667,24.2,24.34,24.73333333,24.98571429,24.8375,24.58888889,24.16,23.70909091,23.61666667,23.36153846,23.26428571,23.3,23.25,23.37647059,23.47777778,23.43684211,23.305,23.31428571,23.27272727,23.25652174,23.1625,23.108,22.96923077,22.85185185,22.87142857,22.83448276,22.66666667
20230721,summer,Abies balsamea,X21851,L1,345.8711419,127.4530372,43.68,36,26.6,25.85,24.66666667,24.2,24.34,24.73333333,24.98571429,24.8375,24.58888889,24.16,23.70909091,23.61666667,23.36153846,23.26428571,23.3,23.25,23.37647059,23.47777778,23.43684211,23.305,23.31428571,23.27272727,23.25652174,23.1625,23.108,22.96923077,22.85185185,22.87142857,22.83448276,22.66666667
20230725,summer,Polystichum imbricans subsp. imbricans,X29351,L1,337.5470189,125.2785551,41.0025,39,21,21.85,22.53333333,22.775,23.54,23.8,23.58571429,23.4875,23.64444444,23.95,24.18181818,24.15,24.03076923,23.76428571,23.46,23.40625,23.22352941,23.15555556,23.18947368,23.155,23.26190476,23.35,23.32173913,23.21666667,23.228,23.19615385,23.18518519,23.10714286,23.06206897,22.94333333
20230725,summer,Polystichum imbricans subsp. imbricans,X25826,L1,434.2892395,160.896182,44.15888889,39,21,21.85,22.53333333,22.775,23.54,23.8,23.58571429,23.4875,23.64444444,23.95,24.18181818,24.15,24.03076923,23.76428571,23.46,23.40625,23.22352941,23.15555556,23.18947368,23.155,23.26190476,23.35,23.32173913,23.21666667,23.228,23.19615385,23.18518519,23.10714286,23.06206897,22.94333333
20230725,summer,Polystichum imbricans subsp. imbricans,X21000,L2,318.6613546,117.4067118,43.48333333,39,21,21.85,22.53333333,22.775,23.54,23.8,23.58571429,23.4875,23.64444444,23.95,24.18181818,24.15,24.03076923,23.76428571,23.46,23.40625,23.22352941,23.15555556,23.18947368,23.155,23.26190476,23.35,23.32173913,23.21666667,23.228,23.19615385,23.18518519,23.10714286,23.06206897,22.94333333
